id,time,changetime,reporter,summary,status,owner,type,component
13941,2010-07-15 04:58:53,2010-07-29 19:42:36,ales_zoulek,importing fixtures to postgres fails to set sequences correctly,closed,jbronn,,"Database layer (models, ORM)"
13942,2010-07-15 05:03:18,2010-09-10 15:45:49,edcrewe,ModelChoiceField fix to_field_name fix,closed,nobody,,Forms
13943,2010-07-15 05:15:25,2010-07-15 05:45:29,dantario@…,the upload_to attribute does not append MEDIA_URL automaticaly,closed,nobody,,"Database layer (models, ORM)"
13944,2010-07-15 06:41:30,2011-09-28 09:12:27,russellm,Very long accept-language headers break parser,closed,nobody,,*.djangoproject.com
13945,2010-07-15 07:32:35,2010-11-25 15:50:37,JonathanHayward,[Enhancement] Better diagnostics when view returns rendered SafeUnicode,closed,nobody,,Uncategorized
13946,2010-07-15 08:44:44,2011-09-28 09:12:27,tiemonster,Database caching doesn't account for multiple databases,closed,nobody,,Core (Cache system)
13947,2010-07-15 10:20:49,2010-11-13 10:09:50,adam_przybyla,"No ""examples"" directory in setup.cfg - problem with rpm generation",closed,nessita,,Uncategorized
13948,2010-07-15 15:12:48,2011-09-28 09:12:27,jsdalton,The sort arrows on the UI for the admin list display are backwards,closed,nobody,,contrib.admin
13949,2010-07-15 17:06:39,2010-12-26 13:51:51,alk,readonly fields can't be modified via cleaned_data in forms,closed,elbarto,,Documentation
13950,2010-07-15 19:32:14,2012-03-25 14:01:24,3point2,"Add ""post save"" hook to ModelAdmin class",closed,pandres,Uncategorized,contrib.admin
13951,2010-07-15 23:19:50,2011-09-28 09:12:27,suzaku,Fix a typo in formtools docstring,closed,suzaku,,Contrib apps
13952,2010-07-16 01:54:50,2010-07-16 03:05:18,krejcik,r13363 brokes add model in admin for models with inheritance,closed,nobody,,"Database layer (models, ORM)"
13953,2010-07-16 05:07:55,2010-10-18 09:19:50,Alberto Donato,Generic CRUD views: support for callable in  post_ACTION_redirect,closed,nobody,,Generic views
13954,2010-07-16 07:55:11,2010-08-06 23:06:17,mostrovsky,Typo in email backend documentation,closed,nobody,,Documentation
13955,2010-07-16 10:05:25,2010-11-25 15:41:56,jason@…,capitalization of ForeignKey,closed,nobody,,contrib.admin
13956,2010-07-16 10:50:41,2011-10-09 06:42:11,melinath,Indefinite args for simpletags and inclusion tags,closed,julien,New feature,Template system
13957,2010-07-16 12:57:53,2010-07-18 01:49:34,gumbygreen123,auth.User username max_length increased,closed,nobody,,Uncategorized
13958,2010-07-17 03:37:44,2013-03-22 12:25:51,petrvanblokland,"There is an error, when a source file with backslash-r returns is interpreted by the Python error report page.",new,nessita,Bug,Core (Other)
13959,2010-07-17 03:38:01,2010-07-17 06:10:55,petrvanblokland,"There is an error, when a source file with backslash-r returns is interpreted by the Python error report page.",closed,nobody,,Uncategorized
13960,2010-07-17 09:54:01,2013-04-04 15:40:21,wkornewald,abstract file upload/download handling,new,nobody,New feature,File uploads/storage
13961,2010-07-17 14:06:36,2010-12-29 06:23:11,garrison,i18n documentation should specify how to include a reverse url lookup in a {% blocktrans %} tag,closed,nobody,,Documentation
13962,2010-07-19 08:37:05,2010-07-19 16:50:30,orcun avsar <orc.avs@…>,m2m_changed throws unwanted signals on admin site,closed,nobody,,Uncategorized
13963,2010-07-19 08:51:05,2011-09-28 09:12:27,sfllaw,Admin: 'RelatedObject' object has no attribute 'verbose_name',closed,nobody,,contrib.admin
13964,2010-07-19 09:35:41,2010-07-20 16:36:17,IsakovAN,Database router ignore,closed,nobody,,"Database layer (models, ORM)"
13965,2010-07-19 10:30:02,2012-10-14 09:37:53,mitar,"psycopg2 throws an ""can't adapt"" error on ugettext_lazy translated strings",new,nobody,Bug,Internationalization
13966,2010-07-20 06:45:29,2010-09-13 00:27:21,leszek0140,sqlite orm problem with dates,closed,nobody,,"Database layer (models, ORM)"
13967,2010-07-20 08:41:42,2011-09-28 09:12:27,sfllaw,GeoDjango always creates SPATIAL INDEXES when using MySQL,closed,jbronn,,GIS
13968,2010-07-20 09:33:49,2011-02-04 16:15:19,mitar,SelectDateWidget does not validate chosen date,closed,ramiro,,Forms
13969,2010-07-20 11:12:46,2011-06-26 09:51:13,cyounkins,auth module should use longer salt for hashing,closed,nobody,Cleanup/optimization,contrib.auth
13970,2010-07-20 19:55:26,2013-03-22 12:25:51,mitar,SelectDateWidget should be updated to use new is_required Widget attribute,new,nobody,New feature,Forms
13971,2010-07-20 20:33:30,2012-04-26 16:02:11,mitar,Excluding a declared field in ModelForm in form’s subclass,closed,nobody,Bug,Forms
13972,2010-07-21 02:05:33,2013-03-29 13:25:05,mitar,Field initial value callable should take a request object as an argument,closed,nobody,New feature,Forms
13973,2010-07-21 05:26:58,2011-09-28 09:12:27,Secator <mariusz.jamro@…>,Get current language name filter in templates,closed,nobody,,Translations
13974,2010-07-21 07:08:04,2010-10-04 07:04:09,ccurvey,saving object with multi-table inheritance is not transactional by default,closed,nobody,,"Database layer (models, ORM)"
13975,2010-07-21 08:23:09,2010-07-29 23:23:31,yngve@…,"Long names are generated differently in Django 1.1 and Django 1.2, causing incompatability",closed,nobody,,Uncategorized
13976,2010-07-21 08:42:03,2010-07-22 05:58:59,yngve@…,Admin view with relations (ForeignKey or ManyToMany) does not limit number of entries in document,closed,nobody,,Uncategorized
13977,2010-07-21 10:26:58,2010-12-04 18:04:16,etam,Indeterministic PicklingError,closed,nobody,,Core (Serialization)
13978,2010-07-21 13:50:51,2013-04-02 21:33:26,nathforge,Allow inline js/css in forms.Media,assigned,dmpayton,New feature,Forms
13979,2010-07-22 02:37:41,2010-10-04 06:38:47,ingo86,Django manage.py doesn’t work with IPython,closed,nobody,,Core (Management commands)
13980,2010-07-22 08:09:36,2010-08-25 16:11:35,nomulous,"The markdown template tag in django.contrib.markup should escape preexisting HTML, as its output is marked as safe",closed,nobody,,Contrib apps
13981,2010-07-22 11:47:26,2010-07-22 13:56:07,tnach,Hosting Requirements for Django,closed,nobody,,Uncategorized
13982,2010-07-22 11:51:34,2010-07-22 14:28:22,dragon_men,django admin overwrites objects,closed,nobody,,Core (Management commands)
13983,2010-07-22 12:16:16,2010-07-22 13:58:50,Tim N <tnachbauer@…>,Hosting Requirements for Django,closed,nobody,,Uncategorized
13984,2010-07-23 00:05:44,2013-03-23 15:09:02,DaNmarner,template.loader.select_template should return template_name as well.,closed,JoshStegmaier,New feature,Template system
13985,2010-07-23 02:35:43,2010-07-23 03:13:59,Ciantic,tests does not recognize non models.py apps,closed,nobody,,Testing framework
13986,2010-07-23 05:08:57,2010-10-18 19:30:35,d0ugal,When using the object_list you can not pass paginate_by in the url,closed,d0ugal,,Generic views
13987,2010-07-23 06:11:17,2011-09-28 09:12:27,Aramgutang,Primary key not set correctly for concrete->abstract->concrete model inheritance.,closed,nobody,,"Database layer (models, ORM)"
13997,2010-07-23 08:39:46,2012-11-17 14:55:50,cuci,Add an example of constructing a MultiWidget and document the value_from_datadict method,closed,nobody,New feature,Documentation
13998,2010-07-23 08:54:08,2010-07-23 12:44:51,Greg <gtracy@…>,Unable to unzip the 1.1.2 download,closed,nobody,,*.djangoproject.com
13999,2010-07-23 22:57:16,2010-10-05 03:11:34,DaNmarner,include tag should support compiled template.,closed,nobody,,Template system
14000,2010-07-24 05:14:35,2011-09-28 09:12:27,richardb,"Removal of obsolete ""versionadded"" tags",closed,nobody,,Documentation
14001,2010-07-24 06:59:43,2010-07-26 10:57:55,mnbayazit,Can't use testing w/out having db creation privileges,closed,nobody,,Testing framework
14002,2010-07-24 10:58:57,2011-09-28 09:12:27,atm,filesizeformat filter only supports up to GB,closed,atm,,Template system
14003,2010-07-24 12:32:12,2013-03-22 12:25:51,dgouldin,Filtering on a relation whose model has a different PK type doesn't work,new,nobody,Bug,"Database layer (models, ORM)"
14004,2010-07-25 05:49:22,2011-09-28 09:12:27,anonymous,update() is not mention in the Queryset API Reference,closed,dwillis,,Documentation
14005,2010-07-25 12:07:51,2010-07-25 13:58:59,ramiro,Remove hacks for compatibility with old versions of Sphinx,closed,nobody,,Documentation
14006,2010-07-26 01:32:23,2010-10-09 01:38:52,abeld,Documentation on Field's 'description' class attribute does not mention that it will be interpolated with field.__dict__,new,nobody,Cleanup/optimization,Documentation
14007,2010-07-26 03:33:49,2012-01-30 02:51:04,mark@…,Automatically discover models within a package without using the app_label Meta attribute,new,nobody,New feature,"Database layer (models, ORM)"
14008,2010-07-26 03:42:37,2010-09-10 19:07:03,Matthew,GeoDjango subquery fails with bad quoting,closed,nobody,,GIS
14009,2010-07-26 07:51:45,2011-04-03 05:32:02,splatEric <mike@…>,custom formset validation documentation is incomplete,new,nobody,Bug,Documentation
14010,2010-07-26 12:24:36,2010-10-09 16:44:35,rburhum,mention DYLD_LIBRARY_PATH in macosx installation instructions,closed,nobody,,Documentation
14011,2010-07-26 21:22:37,2013-02-28 02:15:36,skatei <satoru.katei@…>,"QuerySet.none().values('x').query causes ""DatabaseError: subquery has too many columns"" when used in filters.",closed,,,"Database layer (models, ORM)"
14012,2010-07-27 07:18:27,2011-02-23 17:09:23,gk@…,Adding an User object in a popup fails,closed,nobody,,contrib.admin
14013,2010-07-27 12:56:28,2011-02-18 09:36:54,kessler.bm@…,'django.db.backends.postgresql_psycopg2' isn't an available database backend. (?!?!?),closed,nobody,,"Database layer (models, ORM)"
14014,2010-07-27 13:15:01,2010-11-13 07:50:15,ramiro,Admin Add user view: Clicking 'Save and add another' button still shows extended user detail form,closed,nobody,,contrib.admin
14015,2010-07-28 01:07:41,2012-10-15 14:16:47,VoodooChile,django.contrib.localflavor.it added italian phone number validation,closed,nobody,New feature,contrib.localflavor
14016,2010-07-28 06:32:43,2013-02-28 02:15:36,anonymous,SQLite3 problem with date comparison,closed,tzulberti,,"Database layer (models, ORM)"
14017,2010-07-28 07:16:39,2010-10-12 21:16:31,akaariai,Wrong comment in django.contrib.admin.options log_deletion,closed,nobody,,contrib.admin
14018,2010-07-28 08:49:02,2013-04-08 05:11:46,puxlit,Introduce class_plural %-substitution placeholder for related_name of ForeignKey/ManyToManyField,closed,nobody,New feature,"Database layer (models, ORM)"
14019,2010-07-28 10:47:49,2013-04-08 12:43:07,mlavin,SQLInsertCompiler.as_sql() failure,closed,tobias,Bug,"Database layer (models, ORM)"
14020,2010-07-28 13:32:47,2011-06-16 09:34:46,schmichael,Make HttpResponse.get work like dict.get,closed,anonymous,New feature,HTTP handling
14021,2010-07-29 01:54:08,2010-07-29 01:58:54,jamesh,GZipMiddleware is incompatible with iterator-style HttpResponse objects,closed,nobody,,Uncategorized
14022,2010-07-29 02:26:10,2010-12-04 17:41:05,dvine,context_processors debug() Fails with no DB Backend,closed,nobody,,Core (Other)
14023,2010-07-29 02:33:55,2011-09-28 09:12:27,konryd,Better example for the custom form template,closed,nobody,,Documentation
14024,2010-07-29 05:54:25,2010-07-29 13:30:59,zimnyx,Application freezes on access to request.POST under WSGIRequest+multipart/form-data,closed,nobody,,HTTP handling
14025,2010-07-29 06:19:27,2010-08-04 18:30:55,linovia,Flush command not fully supporting multi database support,closed,linovia,,Uncategorized
14026,2010-07-29 07:54:31,2012-06-07 05:34:39,adamnelson,Setting for TRANSACTION_LEVEL on db backends,closed,nobody,New feature,"Database layer (models, ORM)"
14027,2010-07-29 11:52:04,2010-08-06 07:39:25,Alex,"reverse(None) returns an unnamed URL, instead of raising an exception",closed,nobody,,Core (Other)
14028,2010-07-29 13:36:38,2010-12-04 18:02:31,akaariai,setting db_column to same value as another column should not validate,new,tttallis,Bug,"Database layer (models, ORM)"
14029,2010-07-29 18:29:28,2011-06-18 14:59:44,ramiro,not operator on F objects silently fails,closed,marcosmoyano,Bug,"Database layer (models, ORM)"
14030,2010-07-29 23:04:28,2013-03-13 13:56:27,delfick,"Use F() objects in aggregates(), annotates() and values()",assigned,nate_b,New feature,"Database layer (models, ORM)"
14031,2010-07-30 01:43:13,2011-09-28 09:12:27,harrie.bos@…,NewPasswordForm,closed,nobody,,Forms
14032,2010-07-30 03:28:25,2010-09-09 06:23:43,edevil,CSRF cookie value is marked as safe and inserted in the HTML unchecked,closed,lukeplant,,Core (Other)
14033,2010-07-30 05:42:47,2010-08-18 09:32:25,ramiro,"versionadded, versionchanged directives don't insert xref link with Sphinx 1.0",closed,nobody,,Documentation
14034,2010-07-30 07:25:38,2011-09-28 09:12:27,qnix,"admin inline formset with ""extra"" ignores last line when saving",closed,nobody,,Contrib apps
14035,2010-07-30 08:43:03,2013-03-22 12:25:51,zimnyx,Cannot access POST after request.encoding was set to a custom value,new,nobody,Bug,HTTP handling
14036,2010-07-30 09:10:00,2010-07-31 06:05:28,nemesisdesign,foreignKey doesn't work properly in admin - last current svn revision (1.3 pre alpha),closed,nobody,,contrib.admin
14037,2010-07-30 12:50:53,2010-08-04 16:50:49,carlopires,models.DateField don't serialize JSON,closed,nobody,,"Database layer (models, ORM)"
14038,2010-07-30 17:24:17,2011-01-25 07:44:42,3point2,1.2 Release notes don't mention new template loader classes,closed,nobody,,Documentation
14039,2010-07-30 18:33:38,2012-12-17 18:03:01,carljm,FileField special-casing breaks MultiValueField including a FileField,new,carljm,Bug,Forms
14040,2010-07-31 07:56:35,2013-01-05 09:20:03,jt@…,Python syntax errors in module loading propagate up,closed,nobody,Cleanup/optimization,Core (Other)
14041,2010-07-31 16:24:30,2011-09-28 09:12:27,owcarnia,Templates in function calls for sitemap,closed,,,Contrib apps
14042,2010-07-31 17:12:38,2010-07-31 21:47:48,bendavis78,DATE_FORMAT and DATETIME_FORMAT are ignored,closed,nobody,,Core (Other)
14043,2010-08-01 17:21:22,2011-09-28 09:12:27,theevilgeek,Incorrect and/or confusing behaviour with nullable OneToOneField,new,,Bug,"Database layer (models, ORM)"
14044,2010-08-01 22:54:32,2011-09-28 09:12:27,codeplayer,"""required=False"" dones't work when use DateTimeField with SplitDateTimeWidget",closed,yuval_a,,Forms
14045,2010-08-02 04:46:15,2011-06-07 09:11:26,shaohao,makemessage miss some gettext in javascript,closed,nedbatchelder,Bug,Internationalization
14046,2010-08-02 12:46:35,2011-02-04 09:21:11,defcube,Template tag errors masked if including based on context variable name,closed,mariarchi,,Template system
14047,2010-08-02 14:53:35,2010-10-25 14:06:12,Leon Matthews <python@…>,CommonMiddleware documentation tweak,closed,nobody,,Documentation
14048,2010-08-02 22:52:51,2010-08-02 23:00:46,obiwanus,"Tag ""cycle"" doesn't work when included",closed,nobody,,Template system
14049,2010-08-03 01:08:58,2011-08-02 15:30:27,zimnyx,Fixture loading should be skipped for TestCase decorated with @skip*,closed,PaulM,Cleanup/optimization,Testing framework
14050,2010-08-03 02:12:33,2012-03-21 17:08:20,Ask Solem <ask@…>,Signals for transaction commit/rollback,closed,nobody,Uncategorized,"Database layer (models, ORM)"
14051,2010-08-03 02:18:00,2013-03-24 15:28:44,Ask Solem <ask@…>,Signals for transaction commit/rollback,closed,nobody,New feature,"Database layer (models, ORM)"
14052,2010-08-03 07:05:28,2010-08-15 00:37:48,wagnerluis1982,Error on a code in Tutorial 01,closed,nobody,,Documentation
14053,2010-08-03 07:43:19,2010-09-27 09:22:31,David Danier <david.danier@…>,django.utils.formats.localize() misses support for long,closed,nobody,,Internationalization
14054,2010-08-03 16:19:01,2010-08-30 06:25:48,robhudson,Document the connection_created signal,closed,nobody,,Documentation
14055,2010-08-03 18:00:37,2011-09-28 09:12:27,premalshah,Wrong query generated when using reverse foreign key,closed,nobody,,"Database layer (models, ORM)"
14056,2010-08-03 18:05:18,2011-09-28 09:12:30,premalshah,Wrong query generated when using reverse foreign key,new,nobody,Bug,"Database layer (models, ORM)"
14057,2010-08-04 06:50:24,2013-03-24 11:10:42,steveire,Expose an interface for custom-escaping template content,closed,nobody,New feature,Template system
14058,2010-08-04 06:54:29,2010-10-10 00:58:50,chris@…,Add a link to db-specific options,closed,nobody,,Documentation
14059,2010-08-04 07:45:41,2010-11-19 16:36:46,pseidel@…,ForeignKey Field validates using the default database rather than the current model instance's database,closed,nobody,,Forms
14060,2010-08-04 09:34:50,2011-09-28 09:12:27,jbronn,PostGISAdapter needs to properly cast input for comparisons on geography columns.,closed,jbronn,,GIS
14061,2010-08-04 10:02:32,2010-08-04 15:49:16,echamberlain,MultiPartParser receives an HTTP_CONTENT_LENGTH of zero,closed,nobody,,File uploads/storage
14062,2010-08-04 22:53:39,2010-08-05 04:29:19,aesmail,Correcting Python version requirement on FAQ install page,closed,aesmail,,Documentation
14063,2010-08-05 02:58:30,2011-09-13 04:59:57,olau,Validating form file fields is hard,new,nobody,New feature,File uploads/storage
14064,2010-08-05 07:26:32,2010-08-05 19:13:41,aduston,Correct spelling of Argentinian Spanish in global_settings.py,closed,nobody,,Core (Other)
14065,2010-08-05 08:49:04,2010-08-06 02:22:35,intgr,Admin: non-AutoField primary_key in child model breaks admin inlines (MultiValueDictKeyError),closed,nobody,,Contrib apps
14066,2010-08-05 13:33:01,2011-09-28 09:12:31,rm4dillo,Shouldn't ModelFormMetaclass  be public for inheritance issues?,closed,nobody,,Core (Other)
14067,2010-08-06 00:51:25,2010-12-28 22:53:45,minijb,"_perform_unique_checks, _perform_date_checks broken for subclasses",closed,nobody,,"Database layer (models, ORM)"
14068,2010-08-06 00:54:35,2010-08-20 07:07:02,linovia,Fixture loading issue with multi database setting,closed,nobody,,Core (Serialization)
14069,2010-08-06 09:48:46,2010-08-06 09:56:05,Tuttle,Updated Czech translation,closed,nobody,,Translations
14070,2010-08-06 10:56:23,2010-08-06 19:19:30,janos,Serbian and Serbian Latin translations,closed,nobody,,Translations
14071,2010-08-06 11:38:32,2010-09-10 17:08:57,mnbayazit,Row duplicated when modifying PK,closed,nobody,,contrib.admin
14072,2010-08-06 12:52:37,2010-09-10 10:44:04,ramiro,Django SVN repo: Perms for translators (django/conf/locale) not set up for releases/1.2.X branch,closed,nobody,,*.djangoproject.com
14073,2010-08-06 13:11:05,2010-08-06 19:18:12,ramiro,"Update for es_AR translation, 1.2.X branch",closed,nobody,,Translations
14074,2010-08-06 14:54:27,2010-10-09 04:50:53,JonathanHayward,"RFE: ""Best of both worlds"" for short and long?",closed,nobody,,Documentation
14075,2010-08-07 01:45:55,2010-12-03 20:53:31,candrea,ManyToMany relationships create circular references,closed,nobody,,"Database layer (models, ORM)"
14076,2010-08-07 04:45:15,2010-08-07 07:18:48,finngruwier,Danish translation update for 1.2.2,closed,nobody,,Translations
14077,2010-08-07 06:11:28,2011-09-28 09:12:27,haroldb,Need an easy way to display model instance field names and values in templates,closed,nobody,,Forms
14078,2010-08-07 10:21:27,2010-08-15 23:30:18,mitar,Template tag to set context variable to output from tag's rendered content,closed,nobody,,Template system
14079,2010-08-07 12:27:18,2010-08-14 05:19:45,hgrimelid,Update of Norwegian nynorsk (nn) translation,closed,nobody,,Translations
14080,2010-08-08 12:28:26,2011-01-23 12:58:10,canassa,Flatpages pt-br translation,closed,anonymous,,Translations
14081,2010-08-08 16:18:14,2010-08-08 16:31:11,nickd,"Tutorial 3, when 'decoupling',  leaves apparently redundant code",closed,nobody,,Documentation
14082,2010-08-08 18:09:38,2011-06-07 09:15:55,jspiros,modelform_factory should use the form's metaclass,closed,Honza_Kral,Bug,Forms
14083,2010-08-09 02:11:47,2011-02-01 07:29:56,JirkaV,Python module index on docs page is empty,closed,justinlilly,,*.djangoproject.com
14084,2010-08-09 05:41:48,2010-08-23 06:39:59,stephaner,Updated French translation,closed,nobody,,Translations
14085,2010-08-09 09:27:21,2010-10-23 07:38:52,Miikka,"DATE_FORMAT, TIME_FORMAT etc. docs should have a link to allowed formatting strings",closed,nobody,,Documentation
14086,2010-08-09 15:41:25,2010-08-14 05:13:37,PaulM,Tests don't pass on Python 2.4 because of a try/except/finally,closed,nobody,,contrib.sessions
14087,2010-08-09 17:07:24,2013-04-19 07:06:50,KyleMac,django.core.management.get_commands only sees commands in the last package of a namespace package,new,nobody,Bug,Core (Other)
14088,2010-08-09 18:32:17,2010-08-10 04:30:10,dustin,Possible typo in Tutorial page #4,closed,nobody,,Documentation
14089,2010-08-10 03:27:43,2012-12-03 05:17:28,sam@…,"Username validation allows '@' character, while auth backend explicitly prevents this.",closed,nobody,Uncategorized,contrib.auth
14090,2010-08-10 22:59:11,2010-09-03 11:58:53,Suor,Many sql queries needed to display change user form,closed,Suor,,contrib.auth
14091,2010-08-11 01:37:53,2011-04-22 05:14:55,danielr,Fix incorrect quoting in connection.queries,closed,jacob,Bug,"Database layer (models, ORM)"
14092,2010-08-11 02:46:57,2012-12-16 07:23:36,graeme,ImageField should allow SVG,closed,nobody,New feature,"Database layer (models, ORM)"
14093,2010-08-11 04:30:48,2012-10-28 04:41:12,szymon@…,Confusing error when failing to create a session key because the cache is unavailable,closed,aaugustin,Bug,contrib.sessions
14094,2010-08-11 06:59:39,2013-03-22 12:25:51,millerdev,Cannot define CharField with unlimited length,new,nobody,New feature,Core (Other)
14095,2010-08-11 08:46:31,2010-12-04 03:29:10,simon@…,Objects not saved when readonly_fields is set for inline admin,closed,nobody,,contrib.admin
14096,2010-08-11 15:17:59,2013-03-22 12:25:51,pembo13,Insert code generated by models using multiple inheritance is incorrect and fails in postgresql,new,nobody,Bug,"Database layer (models, ORM)"
14097,2010-08-11 16:06:01,2010-08-11 16:06:44,adamv,"Add ""--skip"" option to inspectdb.",closed,nobody,,django-admin.py inspectdb
14098,2010-08-11 16:06:09,2011-07-31 15:04:16,adamv,"Add ""--skip"" option to inspectdb.",new,nobody,New feature,Core (Management commands)
14099,2010-08-11 19:59:38,2011-02-21 06:32:12,kenth,modelformset not using _should_delete_form,closed,nobody,,Forms
14100,2010-08-11 22:23:27,2010-08-12 03:50:24,tom_simpson,Spelling error,closed,nobody,,Documentation
14101,2010-08-12 07:51:04,2011-02-03 05:43:04,dfoerster,Localized DecimalField doesn't accept localized input,closed,nobody,,Internationalization
14102,2010-08-12 10:54:28,2011-09-28 09:12:27,tclineks,Model._get_unique_checks can return fields that are in the exclude list,closed,nobody,,"Database layer (models, ORM)"
14103,2010-08-12 13:23:46,2011-09-28 09:12:27,trbs,Have django.utils.cache.patch_response_headers honor settings.USE_ETAGS setting,closed,nobody,,Core (Cache system)
14104,2010-08-12 13:27:02,2010-12-29 00:12:20,emyller,Allow joined field in F()s,closed,nobody,,"Database layer (models, ORM)"
14105,2010-08-12 16:02:55,2011-03-10 15:53:22,baumer1122,django.contrib.auth tests failing with cache middleware,closed,PaulM,,Core (Cache system)
14106,2010-08-12 20:13:38,2010-08-12 20:32:49,tom_simpson,Duplicate emails without fully qualified project imports,closed,nobody,,Uncategorized
14107,2010-08-13 09:14:38,2010-09-16 10:05:16,mdpetry,Problem with non-null fieds using Oracle Backend,closed,nobody,,"Database layer (models, ORM)"
14108,2010-08-13 15:46:21,2010-08-13 19:04:01,berto,update loaddata to load fixtures in multi db environment for testing,closed,nobody,,Uncategorized
14109,2010-08-14 05:20:53,2010-08-18 09:33:57,dvdx,can't create django docs - ImportError,closed,nobody,,Documentation
14110,2010-08-14 07:30:52,2010-12-03 21:05:52,Suor,iexact lookup doesn't work with subquery values,closed,Suor,,"Database layer (models, ORM)"
14111,2010-08-14 08:30:56,2010-08-18 09:35:49,ramiro,Misleading note re: unreleased Sphinx version recomendation,closed,PaulM,,Documentation
14112,2010-08-14 11:09:55,2010-08-23 01:08:47,ramiro,Some documentation reST fixes,closed,PaulM,,Documentation
14113,2010-08-14 14:05:44,2010-08-15 23:13:54,jprafael,Access to extra fields in M2M relations,closed,nobody,,"Database layer (models, ORM)"
14114,2010-08-15 01:26:15,2010-11-25 16:44:30,moskrc,"Opera 10.61 - admin, collapse don't work",closed,dariog,,contrib.admin
14115,2010-08-15 07:39:22,2010-08-15 16:11:32,Suor,Provide a way to create custom lookups,closed,nobody,,"Database layer (models, ORM)"
14116,2010-08-15 14:03:07,2010-08-27 06:58:36,jon@…,TestClient skips Csrf Middleware,closed,nobody,,Testing framework
14117,2010-08-15 14:06:23,2010-08-16 19:16:17,jon@…,POST Data is different when run from TestClient and actually received,closed,nobody,,Testing framework
14118,2010-08-15 23:39:58,2011-09-28 09:12:27,russellm,"Serialization docs list the ""python"" serializer",closed,nobody,,Documentation
14119,2010-08-16 05:55:46,2010-10-12 21:46:33,alexdutton,fields_for_model returns all fields when fields parameter is the empty tuple,closed,nobody,,Forms
14120,2010-08-16 07:41:40,2010-12-04 14:32:29,danielr,[patch] Document ``get()`` in Making Queries,closed,nobody,,Documentation
14121,2010-08-16 17:10:19,2013-03-23 01:18:51,sandy@…,Provide object's primary key as a hint for database router method db_for_read() when filtering objects by primary key,closed,nobody,New feature,"Database layer (models, ORM)"
14122,2010-08-16 18:06:36,2010-09-26 13:53:46,mark0978,Documentation for yesno filter is lacking,closed,nobody,,Documentation
14123,2010-08-16 19:48:34,2010-08-19 06:12:53,PaulM,Trunk tests broken as of r13588 (1.2.x passes),closed,nobody,,Testing framework
14124,2010-08-17 06:58:50,2010-08-17 19:29:08,mlhamel,Cannot use a proxy model with unique_together,closed,nobody,,Uncategorized
14125,2010-08-17 08:56:06,2010-09-10 17:48:42,elijahr,'Safe strings' are not force-escaped on development 500 page,closed,elijahr,,Uncategorized
14126,2010-08-17 10:36:05,2010-10-16 13:51:07,mark0978,blocktrans count is parsing incorrectly,closed,ramiro,,Translations
14127,2010-08-17 14:15:35,2010-08-17 19:44:59,kishkin,Bad formatting in the text,closed,nobody,,Documentation
14128,2010-08-17 15:28:57,2010-08-18 07:43:54,gleiwer,oracle system tablespace privileges,closed,nobody,,Uncategorized
14129,2010-08-18 01:46:12,2013-03-15 01:14:03,gasperzejn,Fix Slovenian translation plural-forms,new,jezdez,Bug,Translations
14130,2010-08-18 08:15:17,2011-09-28 09:12:27,Setok,Catching ImportError in manage.py considered dangerous,closed,nobody,,Core (Other)
14131,2010-08-18 10:45:06,2011-02-27 23:26:33,mlissner,"The pagination module should have some limit, or a warning should be given in the documentation",new,nobody,Cleanup/optimization,Core (Other)
14132,2010-08-18 14:06:58,2011-09-28 09:12:27,mlissner,Feedgenerator doesn't support dates before 1900,closed,jezdez,,Contrib apps
14133,2010-08-18 16:20:42,2011-09-28 09:12:27,Leo,update GeoDjango windows installer,closed,jbronn,,GIS
14134,2010-08-18 16:46:36,2011-05-09 16:00:23,cfattarsi@…,Ability to set csrf cookie path and https-only plus add 'secure',closed,nobody,New feature,Core (Other)
14135,2010-08-18 19:26:44,2010-10-04 01:40:29,vbs,Admin ignores to_field on ForeignKey,closed,nobody,,Uncategorized
14136,2010-08-19 02:37:14,2010-09-01 14:51:35,pfctdayelise,Show how to specify schemas for Oracle databases,closed,nobody,,Documentation
14137,2010-08-19 08:30:45,2010-08-19 10:21:29,mjs7231,Django ORM adding unwanted parens when using extra(),closed,nobody,,Uncategorized
14138,2010-08-19 10:17:47,2011-10-09 06:42:11,eternicode,Apache setup using sqlite3 breaks when performing a field__regex filter,closed,nobody,Uncategorized,"Database layer (models, ORM)"
14139,2010-08-19 10:19:21,2013-02-28 02:15:36,mjs7231,Feature Request: distinct() should support field names,closed,,,"Database layer (models, ORM)"
14140,2010-08-19 11:56:16,2011-09-28 09:12:27,jacmkno,There is no way to override admin templates to the project level,closed,nobody,,Template system
14141,2010-08-19 12:08:41,2010-08-19 12:27:45,ramiro,Use :doc: crossref Sphinx role for inter document links,closed,nobody,,Documentation
14142,2010-08-20 03:12:10,2010-09-10 12:04:35,AMJ,Improvement (?) on tutorial part 3,closed,nobody,,Documentation
14143,2010-08-20 04:50:42,2010-08-20 05:10:32,Robbington,Database problems and import error of django.contrib.messages,closed,nobody,,Uncategorized
14144,2010-08-20 05:46:12,2010-12-13 05:56:56,ys,ModelMultipleChoiceField doesnt check validators,closed,matiasb,,Forms
14145,2010-08-20 08:57:12,2010-09-03 11:29:33,marbu,undeterministic behavior when project or app template contains dotdir,closed,PaulM,,Core (Management commands)
